TOTAL VALUE,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE
273.6,3441,4888,2430,1075,1,5,4,1,1,1,0
334.8,4211,8414,2320,1224,1.5,6,3,2,0,1,1
378.9,4766,7782,2644,1832,1,8,3,1,1,1,1
251.1,3158,4098,1960,980,1,5,2,2,0,1,0
309.6,3894,5975,2366,1104,1,5,2,1,0,1,0
478.7,6022,10400,3010,1944,2,7,3,2,1,1,0
271.1,3410,6971,1440,720,1,4,2,1,0,1,0
384.3,4834,6000,2918,1862,2,7,5,1,1,1,1
306,3849,4950,2338,1080,1,5,2,1,0,1,0
304.3,3828,3710,1873,1144,2,8,4,1,0,1,0
253.8,3192,3675,1732,810,1,5,2,1,0,1,1
283.7,3568,6533,2200,1000,1,5,2,1,0,1,0
294.3,3702,4160,1964,912,1,5,2,1,0,1,0
501.8,6312,10400,3670,2425,2,7,3,2,1,1,2
730.3,9187,5818,6180,3970,2.5,9,4,2,1,1,0
281.6,3542,3086,2331,1142,1.5,7,3,1,0,1,0
423.5,5327,6840,3687,2339,2,8,4,2,1,1,1
286.7,3606,4241,2400,1075,1,6,3,1,0,1,1
332.2,4179,6292,2304,1075,1,6,3,1,1,1,0
381,4792,6700,2366,1889,1,8,4,1,1,1,1
481.8,6061,8727,3953,2052,2,7,3,2,1,1,1
369.6,4649,6948,2658,1075,1,6,3,1,1,1,1
338.2,4254,5825,2322,1080,1,6,3,1,0,1,0
270.7,3405,3280,1902,880,1,5,2,1,0,1,0
398.8,5016,6000,3320,1938,2,8,4,1,1,1,1
537.5,6761,10400,4198,2658,2,8,4,2,1,1,1
462.9,5823,8720,3182,1738,2,6,3,2,1,1,1
469.5,5906,9100,3216,1772,2,8,3,2,1,1,1
285.2,3587,5409,1950,878,1,5,3,1,1,1,2
353.1,4442,8450,2766,1120,1,7,3,2,0,1,1
344.7,4336,7242,2255,1576,1,8,5,2,0,1,1
271.2,3411,3200,1857,1225,2,6,3,1,1,1,1
313.4,3942,4050,2536,1582,2,6,3,1,1,1,1
347.225,4368,5006,2602,1628,2,8,3,1,1,1,0
342.1,4303,6518,2359,1434,2,6,3,1,0,1,1
401.6,5052,10103,2566,1430,1.5,6,2,2,0,1,1
277,3484,3495,3066,1310,1,6,3,1,0,1,0
439.8,5532,8048,3393,1977,2,8,4,3,1,1,0
348.1,4379,7680,2383,1090,1,5,4,1,0,1,1
290.7,3657,4225,2384,1075,1,6,3,1,0,1,0
372.7,4688,9408,2222,1056,1,6,3,1,0,1,1
226.265,2846,4815,2208,1080,1,5,2,1,1,1,0
280,3522,4600,1861,864,1,6,3,1,0,1,1
334.4,4206,3200,1796,1176,2,7,3,1,1,1,1
412.7,5191,7000,3248,1938,2,8,4,1,1,1,1
440.1,5536,4712,4224,2291,1.5,9,3,2,0,1,0
302.9,3810,5759,2424,1075,1,6,3,1,1,1,0
632.4,7955,5368,6184,3880,2,9,3,2,0,1,1
365.6,4599,14200,2812,1204,1,5,2,1,1,1,1
381.9,4804,5720,2544,1620,2,7,3,1,1,1,1
333.4,4194,11013,2645,1532,2,6,3,1,1,1,0
254.8,3205,3685,1830,869,1,5,2,1,0,1,1
298.5,3755,3200,2102,1303,2,7,3,1,1,1,0
353,4440,7617,2424,1075,1,6,2,1,1,1,0
317.8,3997,6004,3235,1802,2,7,4,2,0,1,0
333.8,4199,4913,2310,1372,2,6,3,1,1,1,1
314.7,3958,8612,2430,1075,1,6,2,1,0,1,1
354.2,4455,8450,2812,1474,1.5,7,4,1,1,1,1
429.2,5399,7156,3414,1795,1.5,10,4,2,1,1,0
292.3,3677,9391,1989,912,1,5,2,1,0,1,0
365,4591,9334,2888,1285,1,6,3,1,1,1,1
324.1,4077,5668,3263,1347,1,7,3,1,0,1,1
307,3862,5606,2496,1171,1,6,3,1,1,1,0
275,3459,6778,1649,966,1,5,3,1,0,1,0
368.1,4630,4965,2954,1571,1.5,6,3,2,0,1,1
331.9,4175,8530,2262,1056,1,6,3,1,0,1,1
315.3,3966,8040,1756,864,1,6,3,1,0,1,1
332.9,4187,4250,2622,1360,1.5,8,3,2,0,1,1
354.9,4464,3200,3653,2404,1,7,3,1,2,1,0
266.4,3351,5522,1266,1246,1,6,3,1,0,1,1
258.6,3253,4052,1654,827,1,4,2,1,0,1,1
482.8,6073,5832,3268,2016,2,7,3,2,1,1,1
298.6,3756,3928,2460,1346,1.5,6,2,1,1,1,1
352.6,4435,5304,2994,1672,2,7,3,1,1,1,1
365.8,4601,10354,3048,1422,1,6,4,2,0,1,0
415.1,5221,6460,3084,1666,1.5,9,4,2,0,1,0
432.8,5444,10400,3484,2282,2,9,3,2,0,1,1
307.9,3873,3914,2026,1288,2,8,4,1,0,1,0
298.1,3750,4052,2463,1313,1.5,6,3,2,0,1,1
431.3,5425,23115,2448,1488,2,6,3,1,1,1,1
270.6,3404,4550,2374,1075,1,6,3,1,0,1,1
315.9,3974,6821,1394,1360,1,7,3,2,1,1,1
599.1,7536,4968,5076,2870,2,10,4,2,2,1,1
470.8,5922,6070,4028,2256,2.5,7,4,2,0,1,0
303.3,3815,5931,2707,1415,1,6,3,1,1,1,1
334.5,4208,5652,2643,1155,1,6,2,1,1,1,1
346.8,4362,8415,2650,1148,1,5,3,1,0,1,1
377.6,4750,7077,2487,1436,2,9,3,2,0,1,0
438.9,5521,7400,2900,1666,2,6,3,1,1,1,0
279.1,3511,8527,1700,768,1,5,2,1,0,1,0
247.8,3117,3300,1818,864,1,5,2,1,0,1,1
404.7,5091,6066,2526,1470,2,8,4,1,2,1,1
323.5,4069,4171,3239,1456,1,8,4,2,0,1,0
346,4352,10400,2304,1120,1,6,3,1,0,1,1
332.8,4186,6016,1912,864,1,6,3,2,0,1,1
412,5182,6067,3153,1834,2,9,4,2,1,1,1
319,4013,6576,2726,1220,1,6,2,1,0,1,0
388.1,4882,4840,2928,1538,1,5,2,1,0,1,1
384.6,4838,10400,2811,1728,2,8,2,2,0,1,0
308.3,3878,4137,2940,1706,2,8,4,1,1,1,1
345.4,4345,6067,2190,1470,2,7,4,1,2,1,1
317.2,3990,5559,2220,1377,2,6,3,1,1,1,1
409.6,5152,5431,3684,1712,2,8,4,1,1,1,0
378.7,4764,6500,4040,2560,2,10,3,1,1,1,1
773.5,9730,7449,6960,3929,2,12,4,5,0,1,1
318.4,4005,3300,2447,1306,1.5,6,3,2,0,1,1
294.3,3702,6500,2348,1075,1,6,3,1,0,1,1
319,4013,4514,2988,1571,1.5,6,3,2,0,1,0
545.4,6861,4968,3909,2312,2,7,3,3,1,1,2
593.4,7464,7196,4531,2850,2,8,4,2,1,1,1
353.7,4449,5552,3601,1973,2,7,3,1,0,1,0
388.9,4892,3700,2456,1380,2,7,3,2,1,1,0
279.5,3516,5729,1920,960,1,5,3,1,1,1,1
297.6,3743,10305,1726,850,1,4,2,1,0,1,1
335.3,4218,5610,3036,1637,1.5,6,3,2,0,1,2
341.2,4292,5000,2058,1095,1.5,6,2,1,1,1,0
328.9,4137,6600,2446,1152,1,7,3,1,0,1,1
357.4,4496,3364,2717,1389,1.5,6,3,1,1,1,2
282.5,3553,4013,2736,1210,1,6,3,1,0,1,1
229.1,2882,3620,1996,950,1,5,2,1,0,1,0
333,4189,5900,2880,1357,1,5,2,1,0,1,0
333.7,4197,3737,2686,1251,1,7,4,2,0,1,0
530.6,6674,5076,3900,2354,2,7,3,3,1,1,1
468.3,5891,13065,2880,1469,1.5,7,3,2,0,1,1
448.3,5639,6799,2708,1568,2,7,4,2,0,1,1
252.3,3173,5203,1896,948,1,5,2,1,1,1,0
388.9,4892,4293,2778,1422,1.5,6,2,1,2,1,0
374.1,4706,5387,3086,1666,1.5,6,3,1,1,1,1
442.1,5561,5500,2528,1306,1.5,7,3,2,0,1,0
569.2,7160,7000,4732,2641,2,8,4,2,1,1,1
265.6,3341,4639,2062,988,1,5,3,1,0,1,1
279.6,3517,3043,1926,1200,2,7,3,1,0,1,0
339.4,4269,3442,2488,1536,2,7,3,2,0,1,1
302.9,3810,3854,2722,1484,2,6,3,1,1,1,0
397.7,5003,6427,2758,1690,2,7,4,2,1,1,1
269.3,3387,4200,1814,857,1.5,6,3,1,0,1,0
356.1,4479,7120,2326,1194,1.5,6,3,1,0,1,0
228.7,2877,3760,2118,950,1,5,2,1,0,1,0
363.2,4569,6600,2916,1350,1,7,3,1,0,1,1
281.7,3543,6920,2610,1190,1,6,3,1,0,1,1
401.4,5049,9230,2487,1554,2,7,3,2,1,1,1
507.9,6389,4968,3620,2240,2,7,3,3,1,1,2
327.1,4114,5850,2447,1075,1,5,2,1,0,1,1
283.3,3563,4059,2609,1092,1,6,3,1,0,1,1
272.3,3425,5400,2132,1056,1,5,2,1,0,1,1
355.8,4475,4500,2389,1545,2,7,3,1,1,1,1
373.6,4699,9344,2768,1387,1.5,6,3,1,1,1,1
552.2,6946,6932,4436,2832,2,7,3,3,0,1,1
328.1,4127,4147,3410,1295,1,5,2,1,0,1,1
280.1,3523,4013,2372,1042,1,6,2,1,0,1,1
394,4956,6600,2502,1306,1.5,6,3,2,0,1,0
343.4,4319,6106,2598,1437,2,7,3,1,0,1,0
544.4,6848,4968,3769,2167,2,7,4,3,1,1,1
304.8,3834,9368,2164,912,1,5,2,1,0,1,1
347.5,4371,6346,2242,1056,1,5,3,1,0,1,0
296.3,3727,7800,1944,960,1,5,2,1,1,1,1
266,3346,4026,2520,1047,1,6,3,1,1,1,1
514.4,6471,11232,4176,2820,1,8,4,1,1,1,0
299.7,3770,5525,2626,1427,1.5,7,2,1,1,1,0
269.5,3390,4585,1944,960,1,5,3,1,0,1,1
341.8,4299,9230,3289,1517,1,7,2,1,0,1,0
518.3,6520,7877,3644,2150,2,9,6,2,0,1,0
395.5,4975,4714,3072,2000,2,6,4,2,1,1,1
296.6,3731,4500,2296,1121,1.5,6,3,1,0,1,0
300.6,3781,5588,2437,1265,1.5,6,3,1,1,1,1
323.6,4070,4050,1910,984,2,6,3,1,0,1,1
476,5988,12180,3591,2167,1,8,3,2,0,1,1
267.3,3362,3704,1748,864,1,5,2,1,0,1,1
298.3,3752,4400,2339,960,1,5,3,1,0,1,0
383,4818,4764,3753,2177,2,6,3,1,1,1,1
359.5,4522,6600,2732,1306,1.5,6,2,2,0,1,0
282.8,3557,3750,2286,1254,1.5,6,3,2,0,1,1
354.8,4463,5063,2549,1306,1.5,7,3,2,0,1,0
365.3,4595,6624,2635,1387,1.5,5,3,1,1,1,1
290.1,3649,4527,2142,1344,2,6,3,1,0,1,0
541.1,6807,7616,4442,2591,2,8,4,2,1,1,1
399.8,5029,13865,3192,1650,1.5,8,3,1,1,1,0
381.9,4804,5841,2661,1758,2,7,3,1,1,1,1
469.3,5903,5500,2976,1984,2.5,8,4,2,1,1,0
300,3774,4780,2072,864,1,7,2,1,1,1,1
393.4,4948,7104,3729,2081,2,7,3,1,1,1,0
276.7,3480,3750,2263,1050,1,5,3,1,0,1,0
277.2,3487,4680,1788,864,1,5,2,1,0,1,1
266.2,3348,4127,2364,1075,1,6,3,1,0,1,0
550.5,6925,5400,5032,2924,2,7,3,1,1,1,1
410,5157,6391,3208,1824,2,7,3,1,1,1,0
318.4,4005,4050,2570,1445,1.5,8,3,2,0,1,1
307,3862,6399,2220,1056,1,6,2,1,0,1,0
272.9,3433,4523,3188,1420,1,4,2,1,0,1,0
376.8,4740,4960,2634,1536,1.5,7,3,2,0,1,0
305.5,3843,5980,2696,1155,1,6,3,1,1,1,1
415.4,5225,5681,3052,1872,2,8,4,1,1,1,1
337.8,4249,5750,2749,1595,2,7,3,1,1,1,1
459.4,5779,12960,2561,1270,1,7,3,1,1,1,1
632.8,7960,7498,4481,2762,2,8,4,2,1,1,1
496.1,6240,6832,3334,2186,2,7,4,2,1,1,1
233.6,2938,3600,1904,864,1,5,2,1,0,1,0
286.3,3601,10400,1780,972,1.5,5,2,1,0,1,0
303.3,3815,5536,3003,1396,1,6,2,1,1,1,0
284.6,3580,4818,2243,998,1,6,2,1,0,1,1
386.2,4858,5400,2876,1561,1.5,8,4,1,1,1,1
490.8,6174,6022,2604,1680,2,8,3,2,1,1,1
284.9,3584,4144,2368,1306,1.5,6,3,2,0,1,0
350.2,4405,5484,2754,1560,2,8,3,1,0,1,0
347.8,4375,6124,2256,1100,1,8,1,1,0,1,1
389.6,4901,6600,3084,1383,1,7,3,1,1,1,1
506.2,6368,7800,3354,2186,2,7,4,2,1,1,1
321.5,4044,4935,2270,1224,1.5,6,3,2,0,1,0
295,3711,5407,2273,1284,1.5,6,3,1,1,1,0
303.5,3818,5214,2256,1344,2,7,3,1,0,1,0
288.1,3624,5603,2063,864,1,5,2,1,0,1,1
314.2,3952,5782,3264,1456,1,7,4,1,0,1,0
356.1,4479,6790,2525,1350,2,6,3,1,0,1,0
407.9,5131,4010,3174,2080,2,8,4,3,0,1,0
358.6,4511,4080,2768,1503,1.5,8,3,1,0,1,1
496.1,6240,9858,4612,2038,1,12,5,3,0,2,2
475.5,5981,5669,4108,2246,2,8,4,2,0,1,1
298.4,3753,4068,2988,1399,1,5,2,1,1,1,1
338.1,4253,5569,2551,1008,1,6,3,1,0,1,1
339.2,4267,5663,2247,1056,1,6,3,1,1,1,0
308.4,3879,4554,1880,1232,2,7,3,1,1,1,0
440.1,5536,14146,2792,1924,2,6,3,1,0,1,0
594.6,7480,6881,4171,2582,2,8,4,2,1,1,1
460.8,5796,13059,2053,1262,2,6,3,1,1,1,0
314.7,3958,6735,2732,1176,1,8,3,2,1,1,0
320.4,4030,4864,2468,1680,2,6,3,2,0,1,0
351.5,4421,6918,2756,1632,2,7,4,1,1,1,1
448.4,5640,11973,4240,2136,1.5,5,3,2,1,1,1
316.5,3981,4250,2524,1370,1.5,6,3,2,0,1,1
505.4,6357,7800,3359,2198,2,7,3,2,1,1,1
456.1,5737,8088,2346,1586,2,6,3,1,1,1,0
366.9,4615,5656,2342,1450,2,7,3,1,0,1,0
278.5,3503,4046,2480,1120,1,5,2,1,0,1,1
318.3,4004,5087,2568,1306,1.5,6,3,1,1,1,1
351.8,4425,6600,2786,1109,1,6,4,1,0,1,1
385.3,4847,6382,2949,1503,1.5,7,3,1,1,1,1
419.4,5276,6024,2743,2034,1,9,3,1,1,1,2
294.3,3702,6119,2244,1154,1.5,6,3,2,0,1,1
414.7,5216,4968,2796,1782,2,7,4,2,1,1,1
581.8,7319,9020,5196,2421,2,10,3,2,1,1,1
591.8,7444,7465,3908,2402,2,8,4,2,1,1,1
507.4,6383,7800,3463,2170,2,8,4,2,1,1,1
325.1,4089,7220,1992,840,1,5,2,1,0,1,0
292.5,3679,4422,2725,1291,1.5,6,3,1,1,1,0
621.6,7819,8106,2946,2788,2,11,3,3,1,1,1
289.1,3636,5445,2520,1075,1,7,3,1,1,1,0
423,5321,9451,2811,1382,1.5,8,4,1,1,1,1
317.5,3994,5323,2335,1125,1,6,2,1,1,1,2
313.4,3942,6036,2244,1028,1,5,2,1,0,1,1
343.9,4326,5651,3384,1748,1.5,7,3,2,0,1,0
378.2,4757,3672,2609,1552,2,8,3,1,1,1,1
337.4,4244,6600,2447,1226,1.5,7,3,1,1,1,0
351.2,4418,9136,2428,1149,1.5,7,3,1,0,1,1
350.6,4410,5899,2810,1650,2,7,3,2,0,1,1
308.7,3883,3788,2184,1464,2,7,4,1,1,1,1
337.1,4240,5732,2874,1348,1.5,6,3,1,0,1,0
431.3,5425,10259,3040,1958,1.5,8,3,2,1,1,1
311.7,3921,6600,2448,1109,1,6,3,1,0,1,1
292.3,3677,4000,2591,1468,1.5,7,3,1,1,1,0
237.5,2987,4020,1832,902,1,5,2,1,0,1,1
417.1,5247,6694,3216,1862,1.5,8,3,1,1,1,1
502.6,6322,4954,3458,2112,2,6,3,2,1,1,1
305.1,3838,6314,2612,1306,1.5,6,3,1,1,1,0
304.5,3830,4305,2880,1562,1.5,7,3,3,0,1,0
343.2,4317,5565,2748,1125,1,6,2,1,1,1,1
350.9,4414,8116,2726,1500,2,8,5,1,0,1,0
655.3,8243,7387,5106,3001,2,8,4,2,1,1,1
383.3,4821,6036,3029,1580,1.5,7,3,1,1,1,0
252,3170,4242,2036,928,1,5,2,1,0,1,1
396.5,4987,7480,3080,1816,2,7,3,1,1,1,0
322.1,4052,4875,2409,1014,1,6,3,1,0,1,0
397.2,4996,12376,2522,1571,1.5,6,2,1,1,1,0
339.2,4267,5879,3144,1841,1.5,6,3,2,0,1,1
295.4,3716,6338,2140,1018,1.5,6,2,1,0,1,0
455.6,5731,5220,3123,1984,2,8,4,2,1,1,0
272.9,3433,4698,2200,1058,1,5,2,1,0,1,1
655.5,8246,7397,5106,3001,2,8,4,2,1,1,1
291.3,3664,7157,2571,1159,1,6,3,1,0,1,0
310.6,3907,4355,2476,1338,1.5,6,3,2,0,1,1
230.1,2894,3990,1860,890,1,5,2,1,0,1,0
372.7,4688,6858,2411,1611,1,8,3,1,1,1,2
275.6,3467,6575,1676,816,1,4,2,1,0,1,0
307.7,3870,4800,2235,968,1,5,2,1,0,1,1
377.8,4752,6600,2498,1698,1.5,6,3,1,1,1,0
352.6,4435,4921,2452,1284,1.5,7,3,1,0,1,1
425.2,5349,13200,2788,1521,2,6,3,2,0,1,0
373.8,4702,4891,2604,1414,1.5,7,3,1,1,1,0
410.4,5162,8226,2551,1515,2,7,3,1,1,1,0
313.8,3947,5261,3123,1657,1.5,7,3,1,1,1,1
378.2,4757,9030,2456,1132,1,7,3,1,0,1,1
370.3,4658,7206,3026,1345,1,6,3,1,0,1,0
303.1,3813,5962,2196,988,1,7,3,1,1,1,1
359.9,4527,7796,3085,1808,2,8,3,2,0,1,0
330.2,4153,5097,2420,1284,1.5,6,3,1,1,1,0
323.1,4064,5656,2336,1434,1.5,7,3,1,1,1,1
364.6,4586,6858,1938,1074,1,7,4,1,1,1,1
340.3,4280,8500,2952,1470,1,5,2,1,1,1,1
421.3,5299,5274,3240,1971,2,7,4,2,1,1,0
351.7,4424,6600,2592,1500,2,6,3,1,1,1,1
662,8327,6411,4858,3164,2,9,4,2,1,1,0
341.8,4299,5358,3440,1809,1.5,7,3,2,0,1,1
346.7,4361,4800,3168,1826,2,7,3,1,1,1,1
399.3,5023,7249,2880,1591,1.5,6,3,1,1,1,0
329.7,4147,8512,1893,1160,2,5,3,1,1,1,0
282.8,3557,3645,2838,1138,1,6,2,1,1,1,1
346.9,4364,5388,2240,1284,1.5,7,4,1,1,1,0
331.4,4169,5792,2654,1412,1.5,7,3,1,1,1,1
379.1,4769,5375,2220,1500,2,7,3,1,1,1,1
388.3,4884,4308,2830,1597,1.5,10,5,2,1,1,1
366.4,4609,5800,2288,1404,2,6,3,1,0,1,0
304.9,3835,4020,2974,1615,1.5,7,3,2,0,1,1
372.3,4683,6535,2859,1236,1,6,2,1,0,1,1
368.2,4631,12000,2843,1484,1.5,6,3,1,1,1,0
308,3874,6003,2930,1479,1.5,6,3,1,1,1,0
287.3,3614,4661,2247,1197,1.5,5,3,1,1,1,0
280.9,3533,4800,2933,1134,1,6,2,1,0,1,1
277.8,3494,3658,2784,1138,1,7,2,1,1,1,1
350,4403,5391,2891,1347,1,5,2,1,1,1,1
359.1,4517,6600,3192,1446,1,7,3,1,0,1,0
298.3,3752,3640,1896,1272,2,6,3,1,1,1,0
383.7,4826,5447,2272,1284,1.5,7,4,1,2,1,0
389.7,4902,4550,2492,1484,2,6,3,1,1,1,1
380.1,4781,4841,2494,1180,1,6,3,1,2,1,1
270.5,3402,4433,3238,1492,1,6,2,1,0,1,0
395.6,4976,8280,3478,1460,1,6,3,1,0,1,0
407.4,5125,11117,2516,1480,2,5,3,2,1,1,1
286.2,3600,4749,2122,1025,1,5,2,1,0,1,0
316,3975,8418,2001,1019,1.5,6,3,1,0,1,0
317.1,3989,4426,2794,1207,1,7,3,1,1,1,0
298.6,3756,5508,2110,1020,1,7,3,2,0,1,0
403.5,5076,6600,2558,1500,2,7,4,1,0,1,1
309.1,3888,4937,2280,1200,2,5,2,1,0,1,1
358.8,4513,6960,3388,1329,1,6,3,2,0,1,0
341.5,4296,4337,3284,1724,1.5,7,4,3,0,1,0
305.1,3838,5205,2348,1075,1,6,3,1,1,1,1
303.9,3823,4582,3072,1794,2,6,3,1,1,1,0
378,4755,6560,2638,1294,1,8,4,1,1,1,1
459.3,5777,17424,4578,2225,1.5,6,3,2,0,1,1
293.1,3687,4800,2604,1134,1,7,3,1,0,1,1
285.1,3586,3549,2584,1387,1.5,6,3,1,0,1,1
276.1,3473,4950,1982,940,1,5,2,1,0,1,0
280.1,3523,5490,1698,814,1,3,2,1,0,1,0
345.1,4341,13693,1800,900,1,5,2,1,0,1,0
347.6,4372,8250,2156,1152,2,6,3,1,0,1,0
326.4,4106,5529,2344,1306,1.5,6,3,1,1,1,1
310.3,3903,4842,2232,1197,1.5,5,3,1,0,1,1
304.6,3831,5201,2680,1176,1,6,3,1,0,1,1
362.8,4564,12238,2847,1437,1.5,7,3,1,1,1,0
332.1,4177,4210,2629,1377,1.5,6,3,2,0,1,1
336.2,4229,3912,2044,1372,2,7,4,1,1,1,1
356.1,4479,3480,2822,1188,2,6,3,1,0,1,0
312.4,3929,4705,2560,1400,1.5,6,3,1,1,1,1
319.9,4024,7864,2056,979,1.5,5,2,1,0,1,1
550.6,6926,6778,4569,3957,2,9,5,3,1,1,3
443.9,5584,4950,3223,1782,2,7,3,2,1,1,1
316.2,3977,8423,2204,1085,1.5,6,3,1,1,1,0
423.5,5327,6710,3020,1778,2,7,3,2,1,1,1
382.9,4816,6473,2188,992,1,8,3,2,0,1,2
329.9,4150,3160,2604,1536,2,7,4,1,1,1,1
278.7,3506,5496,2632,1316,1,7,3,1,0,1,0
443.6,5580,6615,4383,2015,1,7,3,1,1,1,1
329,4138,6960,2774,1104,1,5,2,1,0,1,1
405.7,5103,8250,2808,1536,2,7,3,1,1,1,1
381.7,4801,6600,2278,1500,2,7,2,1,0,1,0
401.5,5050,8334,3112,1813,2,7,3,1,1,1,0
304.2,3826,4782,2584,1400,1.5,6,3,2,0,1,1
467.1,5876,4790,2824,1808,2,8,4,2,0,1,1
286.5,3604,4526,2364,1075,1,8,3,1,1,1,1
321.8,4048,6995,2296,1264,1,6,3,1,0,1,0
386.7,4864,4326,2675,1725,2,8,4,2,1,1,1
383,4818,4824,2594,1580,2,7,4,1,1,1,1
294.8,3708,5336,3000,1176,1,6,3,1,0,1,1
338.5,4258,7928,2168,1266,2,7,3,1,1,1,0
255.9,3219,5451,1953,920,1,5,2,1,0,1,0
268.5,3377,3510,2304,1306,1.5,6,3,2,0,1,1
385.9,4854,7776,3532,2098,2,9,5,1,1,1,3
476.7,5996,33384,2936,1870,2,8,3,1,0,1,0
426.4,5364,6960,2400,1620,2,7,3,1,1,1,1
349.3,4394,6600,2472,1544,2,7,3,1,0,1,1
308.9,3885,4940,2364,1492,2,5,2,1,1,1,0
332.2,4179,3340,2456,1428,2,6,3,1,1,1,1
320,4025,4311,2344,1306,1.5,6,3,2,0,1,1
376.9,4741,6855,3108,1503,1.5,7,4,1,1,1,0
325.3,4092,3310,2328,1536,2,7,4,1,1,1,1
311.1,3913,5029,3360,1456,1,5,2,1,0,1,1
361.5,4547,8162,2660,1457,1.5,6,3,2,0,1,1
267,3358,4941,1858,904,1,5,2,1,0,1,1
281.6,3542,4236,2620,1120,1,6,3,1,0,1,1
397.9,5005,8687,2396,1600,2,7,3,1,1,1,1
408,5132,6765,2983,1491,1,7,3,1,1,1,1
343.8,4325,5045,2448,1142,1,7,3,2,0,1,1
400,5032,5889,2575,1306,1.5,4,2,1,0,1,1
337.1,4240,6270,2784,1619,2,9,6,1,1,1,0
339.6,4272,4126,2512,1372,2,8,3,1,1,1,1
650.3,8180,6001,3670,2334,2,9,4,2,2,1,0
396.9,4993,4009,2563,1600,2,7,4,1,1,1,1
408.6,5140,6600,2492,1275,1.5,6,3,1,1,1,0
345.3,4343,4114,2420,1600,2,8,4,1,1,1,1
317.8,3997,5203,2604,1306,1.5,6,3,2,0,1,1
314.9,3961,4416,2428,1344,2,8,4,1,1,1,0
366,4604,7349,2926,1847,2,8,4,1,1,1,0
365.7,4600,4143,2488,1600,2,8,4,1,1,1,1
330,4151,4943,1897,816,1,4,2,1,0,1,1
477.9,6011,5287,2850,1800,2,6,3,2,1,1,1
481.2,6053,17411,4793,3021,2.5,10,5,1,0,1,1
358.8,4513,6300,3261,1961,2,8,4,2,0,1,0
326.5,4107,5000,2256,1265,1.5,6,4,2,0,1,1
315.5,3968,4608,2633,1366,1.5,6,2,2,0,1,1
273.4,3439,4307,2044,1152,2,6,3,1,0,1,1
336.4,4231,4572,2238,1260,2,6,3,1,0,1,1
322.1,4052,5977,2012,1176,2,6,3,1,0,1,1
356.1,4479,3360,2464,1536,2,7,4,1,1,1,1
500,6290,6031,3421,2135,2,8,4,2,1,1,1
348.8,4387,6600,2426,1306,1.5,6,2,1,1,1,0
412.7,5191,9000,3261,1624,1.5,7,3,2,0,1,0
351.3,4419,4427,2346,1404,2,6,3,1,1,1,0
349.3,4394,4918,2592,1387,1.5,7,3,1,0,1,1
344.7,4336,3068,2388,1600,2,6,3,1,1,1,1
309,3887,5600,2612,1358,1.5,7,3,2,0,1,1
384.3,4834,6960,2537,1560,2,7,4,1,1,1,1
423.4,5326,4112,3666,1682,1,8,3,2,1,1,1
463.3,5828,6264,2968,1844,2,6,3,2,1,1,1
535.8,6740,6835,2599,1465,2,6,3,2,1,1,0
309.5,3893,4691,2034,1290,2,6,3,1,1,1,0
369.5,4648,4454,2658,1400,2,7,3,1,1,1,1
331.6,4171,8066,2621,1305,1.5,6,4,2,0,1,0
414,5208,5320,2262,1428,2,6,3,2,1,1,0
292.9,3684,4608,1856,960,2,6,2,1,0,1,0
405.8,5104,4275,2506,1456,2,7,3,2,0,1,0
368.3,4633,6600,2520,1600,2,7,4,1,1,1,1
397.9,5005,5600,3408,2088,2,8,4,2,0,1,0
324.6,4083,3720,2850,1708,2,6,3,1,1,1,1
423,5321,7296,4044,2254,2,9,3,1,1,1,1
294.7,3707,4935,1680,840,1,4,2,1,0,1,1
488.8,6149,6950,3468,2052,2,9,4,2,1,1,1
323.2,4065,4794,2443,1171,1.5,6,3,1,1,1,0
493.5,6208,6362,3612,2798,2,8,3,2,1,1,1
348,4377,4794,3154,1976,2,7,4,1,1,1,0
344.7,4336,3360,2520,1536,2,7,4,1,1,1,1
464.5,5843,5616,2590,1650,2,8,5,2,2,1,0
291.7,3669,7565,1644,800,1,5,1,1,0,1,0
316.8,3985,4275,2747,1241,1,6,2,1,1,1,0
299.4,3766,4352,3167,1383,1,5,2,1,0,1,0
324.7,4084,5500,2716,1414,1.5,6,3,3,0,2,1
287.7,3619,4431,2064,1176,2,6,3,1,0,1,1
349.4,4395,4597,2043,1334,2,7,3,1,0,1,1
279.8,3519,5322,2320,1188,1.5,6,2,1,1,1,0
441.5,5554,4073,2641,1688,2.5,6,3,2,0,1,0
367.7,4625,1830,3384,1908,2,8,4,1,1,1,1
352.1,4429,4794,2879,1496,1.5,7,3,2,1,1,0
318.9,4011,4135,4004,2303,2,7,3,1,1,1,0
307.9,3873,4600,2836,1294,1,6,2,1,0,1,0
363.1,4567,4948,2812,1428,1.5,7,2,1,1,1,1
338.3,4255,3360,2528,1536,2,7,4,1,1,1,1
248.7,3128,5498,3096,1680,1.5,6,3,2,0,1,0
571.9,7194,5500,4551,2564,2,9,4,2,1,1,1
394.8,4966,7595,2700,1624,2,6,3,1,1,1,0
289.1,3636,4540,2984,1344,1,7,3,1,0,1,1
394.9,4967,4275,3013,1295,1,6,3,1,0,1,0
462,5811,5426,2528,1600,2,7,3,2,1,1,1
