"","Clothing.ID","Age","Review.Text","Recommended"
"1862",1081,55,"It's pretty, floaty, feminine; the photos don't do justice to the prettiness. but the photos also don't show an asymmetrical hem. i understood it runs small so i got two sizes, to be safe, and even my larger size was strangely short-waisted, and i'm short-waisted to start with. maybe i could've lived with that, but both the dresses i received have an uneven hem unlike any i've ever worn or seen before. it's not longer on just the sides; the hem is longer in one spot on the front, and one in the",0
"1863",860,48,"I own this shirt in dark green,
navy, and white.
it is perfect. it drapes in such a flattering way, nice weight.
it shows curves in all the right ways but does not fit too snug, emphasizing every flaw.
and finally... the buttons are placed perfectly so that you don't have to choose between extremely conservative or way too provocative (bra showing).
well done!",1
"1864",860,50,"I like the feel and color of this blouse. however, i was very disappointed with the sizing. i usually wear medium so i ordered medium for this blouse, it fits way too big. it is a bummer because the ""curve"" is not even visible when i wear it.",1
"1865",1035,37,"I love these jeans and have been wearing them a lot now that the weather is turning a bit cooler in my area. i like that the cuff is not sewn in, so you can wear them with a cuff like pictured, or fully unrolled/down. they are a bit higher-waisted than i prefer - kind of an awkward waist height in my opinion. and they are very stretchy. i was torn between two sizes so i went with the larger. i wasn't sure of how to mark how they fit because they are somewhat fitted/slim in the thigh area, but th",1
"1866",1009,56,"Very cute. i received many compliments when i wore it. fits true to size (petite 2) with some good stretch in it. i am 5'3 and it was slightly longer than that on the model. it is a little odd that the buttons are all not the same. but perhaps that is part of its charm and it is not noticeable. it is very comfortable and the pictures are representative of what it looks like.",1
"1867",1092,50,"I ordered this in a size s, my usual size and it fits great. i love the color, style and fit of the dress. the only criticism i can think of is the braided trim on the skirt hits right at my hip and kind of, ever so slightly, poofs out a bit and i wish it had pockets. other than that it's pretty darn cute and i got it at a great price of under $40. so i will wear it as much as i can until it gets cooler. because of the rich color, i can probably wear with cute sweater and booties into the fall!",1
"1868",872,49,"This is a great basic t that works with shorts, pants, or a skirt.",1
"1869",1016,41,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.",0
"1870",1197,68,"So glad i ordered this dress. it fits true to size and is extra soft. i was unsure about the color, but it looks nicer in person. the fabric is a mid weight that hangs nicely. this will go great with leggings or tights and wear into spring.",1
"1871",862,76,"It was very pretty,but it ran very big , sadly i had to return it.",0
"1872",1092,50,"I thought this dress was very cute on the model, however it was way too tight across the chest for me. going up a size would mean it would be too roomy everywhere else. also, fabric wasn't great.",0
"1873",1016,42,"I like many of you had the same issues. i tried my normal size of xs and s and couldn't get it on. the sales associate looked at it and went and got several size small and they all fit differently. some fit normal and others did not, so i would try on first. i love it when it fits correctly",1
"1874",862,37,"I've had my eye on this for awhile, glad it was still in stock.  really great deep wine color, soft.  more texture and detail than i had appreciated in the picture.  love.",1
"1875",1092,44,"Ugh.  i was so excited to get this dress and for 30% off.  this dress is adorable.  unfortunately the top part is super tight around my girls.  otherwise the fit was perfect.  very disappointed in the top of this dress.",0
"1876",862,46,"You will love this cardigan. very well made with beautiful details. the sleeves have the same detail as the collar and the back. has darker flecks that will go well with dark pants or cords or jeans. you will love this cardi! wish it came in more springy colors. i only gave it a lower rating for quality because the first one i tried on had a sleeve that was much tighter than the other sleeve. the replacement was fine!!",1
"1877",1016,49,"Really cute skirt, but difficult to get on! i had to shimmy it over my hips due to the lack of a much needed zipper. i am not very curvy, so if you got them, forget it! i sent back the xs - hope the small is a little roomier because it will make a pretty summer skirt.",1
"1878",1016,35,"Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!",0
"1879",862,64,"This is a beautiful sweater! it is not too heavy and the variation in knit from front to back makes not the same old boring sweater. the color is gorgeous.",1
"1880",872,29,"I would definitely only recommend this top to girls who are smaller chested. it fits in the shoulders/arms, and then flares out too much at the bottom, almost looks like a maternity top. the material is very nice however - both soft, and feels like it will hold up through multiple washes.",0
"1881",1092,31,"I just love this dress! the color, the quality, the design - all great! sizing can be tricky however. i sized down due to reading the other reviews, and i'm glad i did - it fits perfectly! this dress does not have a zipper on top, so if you have broad shoulders it might be a little harder to squeeze into.",1
"1882",807,21,"I purchased this sweet little cami in all three colors (the black for some reason only available to order in store). the fabric is luxurious and smooth to the touch! i've purchased other silk shells by eloise and would say this one runs small. i'm 5'2"" 125lbs 34c and and typically wear an xs at retailer. this tank was too tight in the chest and i sized up to a small which fixed the problem. i can't wait to make my jeans and bomber jackets for fall just a little more special with these babies!",1
"1883",1197,60,"I originally bought this dress in another color back when retailer was doing the 25% off dresses promotion a few months ago. i had seen it on a store associate at my local store and absolutely loved it, but hemmed and hawed at the original price. it was a splurge even at 25% off, but as soon as i put it on i was in love. this dress is so soft. i wore it to see some old friends, and after every hug i received a comment about how unbelievably soft it was! the material is thick enough to have a decen",1
"1884",1016,45,"This looked like such a cute, casual skirt when i picked it up but like other reviewers have said, it runs small. i'm usually a xs in retailer skirts but they only had a small to try on. i was able to get it on but did notice it was snug pulling on past my hips. however once on, i couldn't figure out how i'd wear this. i wouldn't pair this with a flowy top but tucking something in didn't seem like a good idea either. between the pleats and elastic waist it will make almost anyone look like they ha",0
"1885",872,60,"This shirt is perfect for me. i have very small shoulders, but i am pear shaped. so the flare on the bottom is welcomed for my body type. i bought 2 colors. i have a similar shirt from retailer a few years ago that was multicolor which i wear all the time, so i am thankful they have repeated this design. also i did get this on sale which is a more realistic price for the quality of this shirt.",1
"1886",1016,44,"I thought it was only me and immediately assumed i needed to go on a diet when i attempted to put this adorable skirt on. it got stuck at my hips. i'm a very consistent size small in dresses and skirts. i actually thought about putting it on over my head but that was impossible. its going back. now i see the other reviews and am relieved that its the skirt and not me! wish i had read them before purchasing. retailer is going to get a lot of returns on this one.",0
"1887",1197,55,"I ordered this winth some trepidation as the dress looked a bit baggy on the model. i don't typically buy this style of dress because many times, they are unflattering on me. i'm 5'6"" and 130 lbs, in very good shape. the small was perfect for me. a size up would've resulted in a baggier look. the length is perfect, above my knee; not too short, but short enough so i don't look frumpy. the dress drapes beautifully, and i can wear it with tights and boots now, and capri tights and wedge sandals in",1
"1888",1009,23,"Ugh. this skirt is beautiful and so well made, but i sized up to a 0 from my usual 00 based on reviews, and it's too large, and now my size is all sold out! if it were the right size it would fit beautifully! i'm pretty much a stick, (5'5, 105lbs) and it does poof out at the hips, making me look a little curvier, which might be an issue for some. but the quality is amazing, and this piece will spruce up most outfits !",1
"1889",793,66,"Been on the hunt for jammie's so gave these a shot. ordered my normal size large. fit well in the waist but i don't like the super wide legs. and they're too long. pretty color and pattern, however, the fabric isn't as soft or cozy as i hoped. i'm retired and wanted pajamas to lounge in all day. these missed the mark for me.",1
"1890",1009,51,"Facing the mirror--near perfection. high waist emphasizes the narrowest part of the frame--pleats nicely hide any stomach flaws. color is an eye-catching deep mustardy perfection and the interlocking button pattern is creative and beautiful. the problem is the walk away. from that view, the skirt waist finishes just where there's a bit of extra flesh. the cut is more of a long a-line--fairly boxy--and the heaviness of the cotton maintains that structure, so while the look as you approach walking",0
"1891",872,28,"I'm: 34a, 125 lbs, 5'8""

purchased: small



i was going back and forth between xs and s. i decided on small because it fit better in my arms, didn't feel as tight. the xs fit well in the torso area and didn't have as much fabric as the small. the small also had a longer shirt tail. 



if you don't have as much mass in the arms, get the xs. if you have some muscle or extra mass in the arms, it's better to go with the small.",1
"1892",1016,61,"I bought this skirt a month or so ago and only wore it for the first time yesterday. i thought the design was fluid, summer appropriate, and easy like sunday morning. i enjoyed wearing it so much that i went on to the retailer site today to order it in another color. and lo and behold i saw all the reviews on the sizing/fit. i totally respect other reviewers, so i questioned why that had not been my experience when i wore it yesterday, so much so that i went and put it on again, sans issues.i am n",1
"1893",1009,39,"Cute design with interesting details. i felt it ran a bit large. i'm 5'8"", 135 lbs, an 8 was too big and baggy. my biggest complaint with this skirt is the color. it's just not flattering.",1
"1894",1092,44,"Okay, i get the idea of the loose swing dresses but i have a couple that do it well without looking like a moo-moo. i ordered my ""typical"" pxs. the length was good and the color beautiful. i like the details of the dress but it was huge and not in a flattering swingy drapey way. i was undecided if i should try the pxxs as the pxs was so large that i don't know if the pxxs would fix this problem for me. i will still be thinking about it.",1
"1895",1083,31,"Dear creatures always has sizing issues. they run the gamut of bust-problems. i'd been salivating for this dress for a long time so i really did my homework. at 5'7"", 130-135 lbs, 34c, 28"" waist - typically a 4 in dresses... i bought the small. each dress is cut from the same fabric, leaving each dress's color swatch placement to be randomly determined. as a result, i've seen some dresses have only pink, purple, and green. i lucked out and got every color represented. so the dress you see may no",1
"1896",1009,31,"Fell in love with this the moment it arrived in stores. whimsical but work--appropriate. i'm typically a 4 in dresses. i would say this skirt runs tts; however, the front pleats will create a pouch-y stomach if you have a small waist and a lucious anything-below-your-waist. size up one size to avoid this. the waist size will be loose, but it will allow the pleats to lay flat. absolutely lovely with a mock neck sleeveless top. also great with solid white, black, or printed blouses. not a true pen",1
"1897",1016,38,"This skirt is very pretty, but not only does it run small but only a small portion of the waistband is elasticized, so there's very little stretch. for those of us with a significant difference in our waist and hip measurements, there's no way to get this skirt on past the hips.",0
"1898",1009,34,"This skirt is beautiful...the color is definitely more a greeny-gold then a true yellow gold...nice quality fabric, has some stretch, big pockets with cute lining, buttons are adorable, perfect knee length, sits higher on the waist. because it's not lined and the pockets are big, the pocket line is visible on my thigh area, so i am going up a size just so i don't see that...if you have less curves, your regular size should be perfect. it has so much character, but it!!",1
"1899",1009,57,"1. i'm 5'5"" tall, 145 lbs, and 38-32-40. i'm normally a size 10, but i took a 12 in this skirt.

2. it's comfortable and has pockets that you can really put your hands in.

3. sits at high waist. hem hits below the knee.

4. i didn't like the buttons. they are very round and stick out quite far. they are also mismatched. i would have liked them better if they were flatter.

5. i also didn't like the mustard color. it's unflattering to me.",1
"1900",862,63,"This is a very classy sweater/jacket. it is a beautiful color. i had not even noticed it until it was on sale, and then read all the favorable reviews. it can be dressy or casual as seen in this photo! so glad i got it!",1
"1901",872,41,"This is a great basic tee (purchased in navy) but fits much larger than it appears on the model. the arms/chest area fit fine but it really billows out below. the front is shorter and the back is longer than i would've expected. i thought this would be great for summer, but it's really too long in the back to wear with shorts. it does, however, look great with skinny jeans.",1
"1902",862,31,"I absolutely love this gorgeous cardigan. i will wear it for years to come!!",1
"1903",1016,43,"I tried this skirt in my usual size s, and although it fit, it was too short for my liking and made my hips look wide b/c of the way it billowed out. the size m looked much better- hit me right below the knee in the front. (i'm 5'2"") my skirt is much more high-low than the picture. also, it sits much lower on my waist, which i like. i bought the blue, and with the color variations, it is gorgeous- reminds me of a chambray or denim coloring. i rolled it up to take on vacation, and it traveled rea",1
"1904",1016,32,"I love this skirt! it is a lovely and soft gauze layer with lining underneath. i live where the summer""s are hot and humid and this skirt keeps me cool when everything else just sticks to me. it is, for sure, very limited because it does not have a zipper.... if you cannot get this over your hips or over your shoulders and bust, this is not the skirt for you. the elastic waistband is really strong and really highlights your waist, but yes, i am petite and i struggle to get it on. once it is on,",1
"1905",1092,36,"I adore this dress, the perfect summer dress that you can dress up or down. the color is vibrant and the fabric flows and feels fantastic against your skin. i love that you can still wear a strapless bra with it, but with the adjustable shoulder ties you can have it go as low as you want for a more sexy look. the bottom hem is this super cute fringe, so fun and feminine. and while it is a loose fitting dress i did not feel like my figure was drowned out by the fullness of the fabric. this dress",1
"1906",1092,50,"One of the things i love most about this dress is that the straps are adjustable. you can tie them as loose or tight as you like. like other reviewers mentioned, the color of this dress is vibrant and the fringe at the bottom is the perfect detail retailer is famous for doing! i am 5'5 105 lbs and lately all of the dresses i have been buying at retailer have been xsp. i have never worn petites before, so i don't know if retailer is just making their dresses a little bigger, but i definitely have neede",1
"1907",862,27,"Love the deep purple color of this cardi sweater - long and drapey looks great with leggings skinnies and jeans. my only problem is the way the loose stitching around the cuffs is makes it worrisome. wore once and already starting to get a hole. still a great piece.",1
"1908",872,66,"Yes, this top runs large and it doesn't show your curves, but it's still really cute and fun to wear. i first purchased the beautiful sage color, and after getting compliments, i also ordered the navy version. these tops are easy to wear, have an interesting detail at the neck, and could be layered. cozy, comfortable, stylish. love mine!",1
"1909",1016,46,"I agree with the other reviews - runs small. would have been perfect if it actually was comfortable. waistband doesn't stretch all the way around. bummer.",0
"1910",321,27,"This swimsuit is aaaahmazing. seafolly is an australian brand and their sizing is way off, luckily i already own a one piece by them so i knew what size to order. i am usually a 0 or a 2, chest size 34 d, and i ordered a 6 in this and it fits perfectly. taking it out of the package i wasn't sure if it would fit, but it did! the keyhole is pretty open, and the shape of the sides and high neck make some cleavage happen. i got it in black and it's really sohpisticated, but still sexy and cool. i ca",1
"1911",807,39,"I typically wear an xs to s in tops and purchased an xs for a less flowy fit.  this top has a luxurious feel and the green color is really beautiful (more matte than shiny).  perfect piece to wear under a jacket or blazer.",1
"1912",807,43,"Great piece just wish it fit a bit more blousy rather than cami",1
"1913",872,36,"This top! it is so simple, but so great at the same time! it does run large, and i'm not a skinny girl... but it has a style that is certainly meant to flow away from the body as it goes down. i find the top portion very flattering and the looser bottom section doesn't take away from that. i have been wearing the olive green with fitting dark jeans and a flannel or oversized soft, washed-jean button down shirt over it for the cool spring weather. it's casual, but so comfy. it's great for loungin",1
"1914",1092,39,"Color, style, adjustability, easy fit, flattering!  yes on so many levels!  oh wait it's on sale!  fantastic, magnificent and pretty!  i bought medium and in 39-28-35",1
"1915",862,61,"It's a lovely and unexpected sweater. a few things to keep in mind- 



- the knit details are beautiful- the pictures don't do it justice.



- it's pretty lightweight.



- the color is a little darker than the picture shown- it's a very dark plum



- it runs bigger- this is the only retailer sweater where the sleeves of a m are a little to long. 



- the style is decidedly casual and ""slouchy"". it looks great with jeans, but don't plan to dress up an outfit with this piece.",1
"1916",1016,67,"What an adorable and frustrating skirt! i'm not a large person: 32d-26-36. and i ordered my normal size small. this is a pull on skirt, and the waist opening could not accommodate either my shoulders or my hips. in most retailer clothes, i'm either a size 2 or 4; i have to agree with the other reviewer. there is no way to put this item on.",0
"1917",1116,46,"This sweater was huge, it hung down to my calves! it also is really bulky and scratchy, it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s, and i was swimming in it. the fabric is very thick, i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",0
"1918",1009,38,"Fit is tts and comfortable. the color didn't suit mine but if the color works for you then grab it because it's a beauty",1
"1919",1022,42,"I have been searching for a comfortable pair of flared jeans to wear with tennis shoes or flats. i have tried several different brands and these are amazing! they are super soft and comfortable with just the right amount of stretch. the coloring is excellent for the casual look i am going for. the pocket detailing is cute and helps to flatter your bottom. i am 5'2"" so these were very long but nothing a good seamstress can't fix. i will note that cutting of that much of the bottom will reduce som",1
"1920",831,32,"This top is just adorable. i'm usually between an xs and a small and i went with the small and it's a little more roomy. i wanted it to be long enough. the colors are beautiful and it's a must have.",1
"1921",872,29,"Gorgeous linen blend tee. purchased in grey and white. classic timeless staples. fits baggy which i love. for reference i am 32a 5'1 105 lbs. love love love!",1
"1922",831,67,"I loved this top . it is beautiful.",1
"1923",831,43,"The picture doesn't do it justice. i am wearing it right now with cream pants to work with a cardigan i also purchased from retailer and it looks amazing. the fit is true to size. i am large chested but it fit comfortable...i did go up a size so it is a little longer than i like but i think if i had picked my normal size it would have been a little too snug at the chest. still looks amazing. i feel very feminine in this blouse. good quality material.",1
"1924",831,64,"So stunning, i had to have it for my spring wardrobe! fits true to size and fits well in the bust and is looser on the bottom. the model weara it just as it fits on me. if you have a large bust you may need to size up as the fabric isn't stretchy.",1
"1925",1146,36,"Besides being my favorite color to wear, this dress oozes vintage glamour while not looking like a costume. the fabric is super silky and will need a professional steaming to get out any wrinkles. the fit is not what i'm used to, because it fits in a 1940s type of way, and when i took it to my tailor, she ensured me that it is the perfect fit. the bodice is a bit looser than contemporary pieces, but is perfect for a night out.",1
"1926",1097,37,"Cute dress that is perfect for a casual summer wedding or brunch with friends. i love the material and that the dress is lined. it is very comfortable and it has pockets. this is definitely more of a ?golden? yellow vs. a soft yellow. my only complaint is that i wish it were cinched more right below the bust. it would give the dress (and me) more shape. i would say this dress is true to size but if you have a larger chest, you will likely want to size up. if you have a small chest, i would proba",1
"1927",867,38,"Material is hard to wear a bra under it",0
"1928",927,48,"Very soft fabric. does begin to ball up due to boucle material, very common",1
"1929",1022,35,"These jeans hug in all the right places. the high waist accentuates my body and makes my legs look a mile long! the jeans will need a trip to the tailor to be hemmed, pooling even with my highest heels.",1
"1930",164,25,"Loved the way these felt but like the previous reviewer said it did run slightly large. i am usually a size 6 or m and the legs were a little baggy w/the medium. since the m is sold out i'm going to try and see if they shrink in the dryer. the color and design of the ankle is different from other leggings which is a plus. i'm 5'7"" and they are the perfect length.",1
"1931",1110,26,"Beautiful dress! perfect mid length dress for the colder months. i tried a size 2 regular first (my normal dress size) but it was a little baggy, so the 0 fit perfectly.",1
"1932",1083,57,"The pleats on the bib make this look like something from chloe sevigny's wardrobe on the set of big love. and the shoulders are cut for an offensive lineman.",0
"1933",1083,38,"I absolutely love this dress. i feel it's the perfect year-round piece. looks super cute with boots or booties. even with a cute baggy sweater over it. i am usually a small or medium, depending on brand. i'm a small with this one. and i actually like it worn without the button fastened in the back, it just worked better that way. it is not see-thru, though is a light material. i live in fl so i can wear year round. but up north, with tights and boots, you can too. so worth the price!",1
"1934",1044,34,"Other reviews are correct. but this has potential to look as good as on the model - structure and quality of the cotton are very flattering. makes legs look miles long. however this fits very tight, allows no room for extra tummy, hips, booty, or thighs. i ordered a s (i'm usually a 4) - was able to get it on (step into it from the top), but felt a little self conscious about how tight the fit was. if there was an m, would have definitely sized up, as i really liked the look.",1
"1935",1022,33,"I have been hunting for a pair of high rise flares that have significant width at the bottom and these are perfect. i love the vintage silhouette and how they make your legs look a mile long and i adore how they open wide enough to cover my shoes, not to mention being long enough for me to wear a 3.5"" heel and still skim the ground. for reference, i'm 5'8 140lbs with super long legs and straight athletic build. i sized up to a 30 which is usually for me in ag jeans so for the brand, they run tts",1
"1936",1110,35,"Beautiful, unique, colors perfect for winter. i received so many compliments at two holiday parties. and on sale, this is a no-brainer",1
"1937",1083,43,"The picture online doesn't do this pretty dress justice. i'm curvy, and always searching for dresses that don't make me look like a sack of potatoes. its pin tucks at the bust give it a little shape, and the print is much more vibrant in person. will look great with tights and a black blazer for dinners out.",1
"1938",1080,83,"Received this dress yesterday, love it!

my initial hesitation in ordering this dress, even though it is my fav color....was rather bright for sept..

but loved it and decided to order and wear it next spring.

delighted to open the package and see that the dress is much darker than in the pics...more of a jade green.

it is still a summer fabric/style, however the darker color will be perfect for the warmer fall days ahead.

this dress is beautifully made, superior workmanship, and the fabric i",1
"1939",1095,53,"This is a beautiful dress with unfortunate design flaws at the bodice of the dress. the fit at hips and length is perfect, falling just to my knee (i'm 5'5"" 142 lbs.) and grazing my hips. in that regard the fit is spectacular. but the bodice seems cut very oddly, which would require tayloring to correct. the armholes are large and flared at the bottom which leaves 'wings' just under the arms that stick out. since this dress has a side zip, to correct that would seem a major undertaking. the stra",1
"1940",1083,41,"This dress is sure to become one of my favorites! i ordered it online and the colors are even prettier in person; very vivid! it is a little light for the climate where i live right now but, i'm sure that as soon as it gets a little warmer i will be wearing it often. i can't wait!",1
"1941",164,44,"Nice but i thought these ran big. me: 28-29' waist, 36"" hips, athletic thighs. usually a medium in leggings but these size mediums were a bit baggy to my surprise. hoping to exchange for a size down as they are pretty, the ankle detail is fun and decently made.",1
"1942",1083,56,"I absolutely love this dress! i wore it with taupe tights and suede boots and got so many compliments. i have also worn it over leggings, and can see myself wearing it in the warmer months with sandals. even though the material is somewhat thin, i did not have to wear a cami with it. the fabric pattern is really cute!",1
"1943",862,41,"I bought the pink, which is a vibrant but not neon shade of deep reddish pink. love it. i love how the flutter of the sleeves is balanced with a slimmer fitting body, which keeps it from looking frumpy. i did order a size down to achieve this look. i prefer a more tailored look so this suits me while satisfying my desire for a little whimsy now and then. my only issue is that it's too low cut. trying to decide if i just need to wear it with a lower-cut bra or if this requires a cami. i hate laye",1
"1944",862,23,"I got the pink color, which is really vibrant and beautiful in person. this top is low cut, so if you don't like to show much cleavage plan to wear it over a cami.

i'm 5'5 145lbs, 37-29-39. got a size medium. it fits okay in the bust area, but is much looser than i would prefer below the bust. i will either return or exchange for a small to see if the fit is better.",1
"1945",1134,42,"I love sanctuary clothing. this parka is on the lighter side, good for this mild east coast winter. it is water repellent. the length hits me on my upper thigh and the sleeves are long ( good for longer limbs). i received many compliments.",1
"1946",1110,36,"Very flattering, not too short, beautiful. i'm 5.6, 36d, usually wear m in dresses, wide hips. the 8 fit very nicely.",1
"1947",867,79,"Finally a white top that is not see through! this tank is very form fitting and flattering, but does not hug too tight. i am neither large nor small breasted and love the way the v-neck fits on me. for reference, i am 5'2, 105#, 32c and i got the xxs.",1
"1948",862,66,"Very pleasantly surprised by this top! it's looser, but in a flowy not baggy way. i ordered the m. the

vee is just right on me, tasteful but just low enough. love the sleeve length

ordered thinking another black tee , but it's going to be well used,and great for evenings.",1
"1949",927,41,"As one would expect from boucle, this sweater is incredibly soft, warm and cozy without being heavy. i fell in love with it when i first saw it and got it in white color. it's beautiful, goes with casual and work clothing (belt helps with the latter styling), and it didn't leave lint on the dark skirt i wore with it to work! i usually wear xs or s and found this sweater to be still roomy in xs, with sleeves being a bit long. i hope it won't stretch with wear as boucles sometimes do - that's my o",1
"1950",63,33,"There is a lot of fabric here! the legs fit me fine, but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back, especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped, but i doubt that would've fixed the problem of the cuffs staying rolled up.",0
"1951",1095,29,"Gorgeous dress! fits true to size with high quality material. the colors are stunning.",1
"1952",1022,21,"These jeans are awesome! i usually wear a 26 in ag jeans as they tend to stretch, but i ordered a 27p because i am only 5'1 and these are a flare style. i have a small waist but a larger booty, and these jeans hug me in all the right places. they also have a great dark color and are super classy so you can dress them up if need be. the only thing i didn't like was the length. even with the petite size i have to wear wedges so they don't drag on the ground. but, this is an issue i have with most",1
"1953",1110,56,"I purchased this dress online after two reviews and i am so glad i did. this is a work of art and beauty and will be my go to dress for spring and summer weddings, special occasions and other events. i am so glad the arms are covered with lace and flowers. this is spectacular.",1
"1954",867,31,"Even on sale, this was just too pricey for what it is, which is a glorified tank. i liked the straps, but it hangs very wide off your chest.",0
"1955",1044,68,"I wrote item ran large, but that was true only in length. it would be long for someone 5'10"" . however the bigger issue is getting it on. the style and quality are quite nice, but it does have some issues.",0
"1956",862,45,"I'm either a medium or large in retailer tops. i was able to wear a medium in this top. the color is vibrant and the material is soft and light. it will be a great spring and summer top. can't wait to wear it.",1
"1957",1075,37,"This dress runs large so i sized down. when it arrived i looked at it and thought the fabric was ugly and boring for a dress. it sat there for about two weeks till i tried it on. i love it! it is so comfortable and is so cute how the pockets hang. all it need is some long necklaces or a scarf to complete the look. i get complements on it everytime i wear it. my only complaint is that it peels under the arms a little bit.",1
"1958",1095,32,"This dress is amazing ! the colors in person are so vibrant and yet organic somehow at the same time. perhaps this is because the fabric has a really nice depth and texture to it. i got this dress for a summer wedding and it's casual yet dressy at the same time. 



re: fit - the best thing about this dress - is a fit ! it's so incredibly flattering on, it fits like a glove. it just hugs your figure in the most flattering way, especially if you have an hourglass figure. the fit is true to size -",1
"1959",1083,36,"Love the pockets! fits loose, but lies nicely. comfy but able to be dressed up or down. great versatile dress.",1
"1960",862,48,"This t-shirt does a great job of elevating the basic t-shirt in to one with a touch of flair. i typically wear a medium but luckily read earlier reviews and went with the small.",1
"1961",1110,48,"I'm so happy to add this lovely and unusual dress to my fall wardrobe. i absolutely fell in love with it the moment i tried it on. i wear a two or four, depending on the designer, and the two fit me perfectly. another reviewer said it's special occasion only, but i like it so much, i'll wear it more often. with that said, it's a wonderful go-to dress for the holiday season.",1
"1962",1095,64,"I ordered a 6p in this dress so it wld fall above my knees & be slightly smaller than a regular 6. sometimes a regular size 4 works, sometimes a 6. typically a regular size 6 is big on me. i am 5'3"", 118#, 36c. just recd the 6p in the mail. the first thing i noticed is that it's s a knit fabric that looks & feels like polyester although says 'cotton' on the inside label. i think it wld be a bit warm in hot weather, but that is just my observation. the main problem is that it is too big on each s",1
"1963",1095,49,"I love the colors of this dress, and i waited for the sale since it isn't really good for work. i wear size 6 in hd all the time, but this one doesn't fit at all on the top. the bust is cut for someone really curvy, but the bottom is for someone really straight. i don't know what they were using for a model, but this has to be tried on before purchased. the material is also rough, and there is no lining to protect you from that. i love my hd dresses for style and functionality, but this one is j",0
"1964",1083,37,"I love this dress! tried it on at the store. they only had medium. while i'm usually always a medium, it fit perfectly but pulled at the bust (i'm a 38). i ordered a large online the next day. i have it now and i am extremely pleased. the pattern is unique, the length falls just above the knee and has s sexy flirtiness to it. the back button is key as it gives some contour to the dress. the side pockets are an awesome touch. you can wear this dress any season. i'm wearing it with ankle boots and",1
"1965",1079,47,"This dress is adorable and well made. this brand runs on the large side. i ordered an xs and the tag says 'p"" on it. it's not petite. it ran large through the hips and will need alteration. i'm keeping it because it is really cute and is well made. the material is knit and soft - very comfortable. i'm surprised nobody has reviewed this item. i probably will not buy this brand again only because it runs large.",1
"1966",1072,67,"This dress is so cute. i love that it has pockets. it looks great with sandels, and also ballet flats. it is airy, and run true to size. i wear a small, and it fit perfect. i even bought the other navy, and cream dress. you will wear this dress over, and over. just roll up the sleeves, and throw it on, and your ready. just love it!!!!",1
"1967",872,30,"I loved the aesthetic but as a true hourglass shape, i was frustrated that it didn't have a little more give as i tried to pull it over my head. the fabric was stiff, and seemed to be lace over cotton? not entirely sure. i couldn't get past the feeling off the material.",0
"1968",1072,55,"I purchased the green print which has so many patterns and colors which makes this dress have a very interesting look. i love that it has a drop waist because it is so flattering to most body types.the other thing i liked was that this dress came in petite sizes, perfect for me.",1
"1969",815,60,"I thought the quality of the fabric was good and liked the idea of wearing it, either with opening in front or back. it was a little larger then i was expecting and i wish it had a closure, (hook and eye or snap) at the top. it has three places in the back to tie together and when i tied them in a bow they came loose easily. overall glad i bought it.",1
"1970",1072,39,"Went to the store in search of a butter dish. tried this dress on a was shocked at how comfortable, versatile and all over appealing this dress is. i'm 5'10"" and the medium hits at my knees.  as always i think the quality could be better. it's not something that will last for years.",1
"1971",862,53,"I saw this top on sale and tried it on right away. my normal medium was too big, so i purchased the small in the rose color. wore it with a shimmery kimono and cream colored pilcro boyfriend jeans. wow, what an outfit!!!!

then i washed it according to directions, and sadly it shrunk into a crop peplum tank. i was so disappointed. i wished i had read the reviews beforehand.",0
"1972",1072,39,"This is my second dress from this designer. it is very comfortable, stylish, and looks great with sandals/wedges. i would have given it 5 stars but the neckline was a little lower than i expected and the length was a little longer. i am still keeping it though and expect to wear it spring, summer, and fall.",1
"1973",862,49,"I'm 5'4, 125 lbs, & have a 36 c/d bust; the xs fits great.

i wash everything in cold & line dry... this was no exception. when i took it out of the washer i knew immediately :( i've pulled it back into shape & hung it up, but we'll see.

 dry clean if you want to keep it",1
"1974",1072,33,"I will preface this review by stating that this item was available only in one size at my local retailer. they have a section of dresses mostly offered online that are in store for you to touch, see, try on and order through the store (which is much appreciated). i am normally a size 0-2/xs in retailer clothes and i will typically order a petite when available. the option my store had to try on was a regular medium which is what i have pictured here.



i mostly wanted to try it on just to get a fee",1
"1975",896,52,"I love this top, wish they had it in more colors, i would buy more!",1
"1976",872,36,"I purchased this with some hesitation, having read that some people thought it was unflattering. but i couldn't resist the sale price, and i love a low-maintenance work top and doesn't require ironing. this fits the bill perfectly. it's made of high quality fabric, there's a soft inner lining with a side zip closure, and it has a pretty narrow profile so initially i found it a little snug to wiggle into (i got a small), but once on it fit perfectly, and is so flattering i can't imagine why other",1
